genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Atg2a,0.0,0.0,0.10695803,0.14538552,0.047690414,0.06526028,0.0,0.0,0.02909527,0.081200615,0.03962511,0.060228437,0.039502762,0.04051489,0.033401646,0.02213672,0.049357213,0.033443302,0.024035143,0.046645872,0.04200794,0.04406359,0.03271722,0.049901355,0.041239254,0.017877791,0.03236681,0.06233431,0.02371131,0.026264958,0.055033773,0.022119425,0.029408539,0.0,0.039288566,0.037591092,0.041450366,0.023438111,0.02299301,0.024981314,0.019383345,0.030624093,0.025049191,0.0,0.0,0.08074024,0.0,0.0,0.24303304,0.0
Trappc12,0.0,0.0,0.0,0.046044387,0.07219856,0.03915692,0.10130715,0.0,0.050106842,0.03751838,0.025027642,0.03126352,0.031146115,0.029990086,0.024321908,0.031252857,0.03703099,0.016147833,0.017960818,0.04292488,0.02429416,0.037099324,0.029438248,0.035855535,0.017930713,0.030463895,0.04022895,0.019581353,0.03465701,0.0106289415,0.04532072,0.026946276,0.015320176,0.014744403,0.029477626,0.019356545,0.0,0.0,0.008390476,0.008620276,0.021110937,0.0,0.0,0.011329633,0.0,0.0,0.0,0.0,0.0,0.0
LOC106021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053387895,0.06919208,0.09567836,0.087380186,0.048879776,0.049926214,0.04653703,0.069783576,0.10367357,0.1206885,0.08807874,0.05612886,0.08204529,0.04100186,0.03454561,0.03152766,0.043508578,0.06764178,0.05494562,0.050019544,0.022097694,0.07172901,0.044103738,0.04810375,0.027959783,0.0536489,0.03399901,0.041018695,0.015669405,0.045533698,0.04574349,0.07276292,0.041398305,0.05986965,0.010773431,0.0,0.017202869,0.059045598,0.083531335,0.2742203,0.0,0.0
Smarce1,0.53281075,0.0,0.11198361,0.109881006,0.079629466,0.24933459,0.16043337,0.0,0.1765413,0.09541329,0.07323915,0.07919282,0.09079161,0.07801836,0.0814039,0.08567567,0.07814228,0.0902328,0.086768806,0.099529415,0.082881294,0.08077751,0.060111105,0.04895465,0.08526569,0.04371322,0.105287924,0.075119436,0.08253612,0.0746457,0.06560655,0.056141082,0.06726237,0.07578984,0.07457293,0.07501849,0.041777708,0.03904392,0.019612001,0.064081214,0.09686433,0.10477358,0.0530822,0.07449537,0.047939472,0.026346698,0.0,0.0,0.12459522,0.0
Idh2,0.0,0.102447025,0.0653548,0.05815804,0.118279934,0.17091195,0.08932317,0.0,0.05563465,0.03357539,0.027831616,0.03270567,0.029347936,0.021968067,0.013414208,0.022294484,0.037057757,0.033571653,0.024780707,0.015282265,0.02766899,0.017603831,0.02393295,0.013343823,0.018688733,0.03951303,0.013211475,0.010318438,0.018053416,0.010092037,0.02700014,0.018695183,0.03428921,0.013352317,0.039585657,0.0,0.024651915,0.00471788,0.0,0.022868082,0.025465237,0.011320719,0.038637582,0.010523218,0.014438056,0.021073101,0.0,0.0,0.0,0.0
S100a13,0.43550077,0.0,0.0,0.0,0.0,0.0,0.0,0.042728025,0.0,0.021333557,0.06011431,0.042781383,0.02771209,0.04020818,0.035473444,0.05388002,0.0687919,0.059075847,0.06949274,0.035334203,0.05025894,0.033496708,0.044776272,0.03160232,0.05212681,0.023545416,0.0142274415,0.044975437,0.024540713,0.010705083,0.032259088,0.0,0.028716994,0.031819794,0.032127295,0.021960266,0.0,0.021109113,0.0,0.01813249,0.0,0.01840323,0.033106882,0.02959444,0.0,0.0,0.0,0.0,0.0,0.0
Nrbf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035849307,0.028498603,0.074842535,0.07024179,0.04396319,0.043663964,0.027571766,0.031239403,0.045347866,0.05195979,0.0550546,0.05153057,0.05813411,0.027000854,0.03622216,0.06490034,0.022889713,0.03513554,0.05090056,0.02454963,0.023492899,0.052258592,0.04048448,0.023600874,0.055166975,0.021344436,0.053180423,0.088171594,0.01428589,0.009434852,0.0135549735,0.0,0.0,0.01945262,0.03628452,0.028590122,0.036514137,0.05220686,0.042153038,0.0,0.0,0.0
Nipsnap2,0.0,0.15475097,0.035407245,0.041779693,0.08840252,0.0,0.21397008,0.0,0.06619093,0.048790168,0.10243598,0.055634275,0.07584077,0.06705562,0.05681604,0.048580833,0.047678877,0.08291437,0.053997353,0.041251753,0.04889806,0.06185956,0.059393864,0.03703467,0.021055117,0.045359693,0.03647688,0.09774943,0.07389051,0.03361363,0.033481583,0.036566418,0.06862313,0.07432352,0.016464382,0.08817592,0.041125696,0.06657546,0.035180133,0.033498976,0.040912963,0.036761522,0.050925534,0.058410656,0.012051783,0.02353374,0.07188094,0.0,0.0,1.0284929
Npl,0.53281075,0.30573493,0.19672853,0.15340143,0.16110426,0.1680239,0.15892446,0.0,0.48513296,0.5489274,0.671616,0.7190076,0.55377007,0.5278148,0.51609445,0.5135777,0.63386875,0.59621406,0.62122786,0.5657744,0.48548266,0.38953972,0.35854766,0.39369345,0.4807054,0.42001432,0.38484874,0.620032,0.42677101,0.44032434,0.6688759,0.5379267,0.58330995,0.70566094,0.551958,0.6569578,0.60454255,0.5086503,0.680115,0.55593914,0.5743943,0.6285481,0.6367111,0.49929512,0.59794515,0.4141534,1.0401083,0.71710736,0.7393586,1.0284929
Ociad1,0.0,0.2933404,0.16824041,0.0,0.03443477,0.062067553,0.058114003,0.0,0.13045247,0.12667762,0.1957324,0.21206786,0.15847385,0.120765775,0.11670889,0.120847225,0.16242568,0.18577558,0.18314062,0.14779486,0.15923284,0.13611583,0.15641485,0.117764875,0.1300491,0.11511542,0.13649018,0.11320149,0.07663832,0.08773178,0.11170782,0.13805357,0.15020835,0.18229915,0.11902056,0.11507857,0.043515254,0.13419923,0.042963788,0.102300234,0.06755392,0.108262934,0.22611971,0.10071782,0.10179885,0.057266142,0.25314325,0.13700208,0.12459522,0.0
Slc25a38,0.0,0.13083604,0.059258483,0.046044387,0.0,0.10127668,0.051309384,0.0,0.0,0.02474006,0.013051988,0.025125474,0.034185685,0.037522938,0.025553953,0.02507626,0.020567445,0.022558747,0.018431744,0.01909717,0.020468721,0.0266906,0.013774206,0.031694967,0.03302039,0.013331376,0.03283377,0.01786867,0.022886911,0.009791571,0.010318804,0.0052020405,0.047243915,0.026770573,0.017009908,0.0229684,0.013800455,0.0,0.01970216,0.0063333516,0.009948199,0.02454954,0.01172357,0.0,0.0,0.05214714,0.05473612,0.0,0.0,0.0
Slc25a1,0.0,0.1318458,0.0,0.045780227,0.041819777,0.06890556,0.0,0.0,0.0,0.029369561,0.01918775,0.02926293,0.009403726,0.011659491,0.008970629,0.0119695505,0.021602852,0.032184962,0.024473218,0.02909783,0.02797667,0.008512824,0.023914225,0.017042669,0.004471137,0.012843958,0.015793324,0.007735145,0.014417238,0.012194175,0.0,0.0,0.0,0.006506211,0.0,0.0,0.0,0.013751968,0.0,0.0,0.010439159,0.0,0.011262359,0.015466569,0.0,0.0,0.0,0.0,0.0,0.0
Ormdl3,0.0,0.0,0.064938515,0.0,0.0,0.0,0.0,0.0,0.0,0.042120118,0.023237417,0.02055925,0.03962977,0.029485432,0.012045818,0.025751127,0.017290661,0.029342625,0.018254608,0.03634008,0.025130503,0.011376868,0.0045689526,0.0067190444,0.004511026,0.006978291,0.004858884,0.012804598,0.02682416,0.033573426,0.022268202,0.011846736,0.0055918964,0.062601075,0.0178729,0.033103406,0.020049164,0.007966593,0.00819475,0.015395859,0.0,0.0,0.0,0.0,0.014487076,0.08811119,0.0,0.0,0.0,0.0
Rasip1,0.0,0.0,0.035407245,0.0,0.0,0.0,0.058114003,0.0,0.0,0.028802382,0.025743505,0.03329427,0.01866274,0.02233719,0.024542367,0.022191329,0.015519981,0.016290365,0.020004623,0.012141004,0.01860598,0.02866649,0.013009971,0.017395,0.028491275,0.013374987,0.023394218,0.016926378,0.0,0.023359602,0.0,0.046684027,0.007891972,0.01619886,0.0,0.019535964,0.049316883,0.041709688,0.060456682,0.008620276,0.021681394,0.0,0.0,0.01255437,0.0,0.0,0.0,0.0,0.0,0.0
LOC101825065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017942965,0.043951683,0.04885853,0.034991752,0.028881371,0.03951344,0.035966296,0.03129798,0.062158477,0.07992259,0.047706414,0.07374845,0.050027724,0.028443474,0.014963359,0.022162933,0.01616562,0.03993946,0.008312183,0.02490632,0.020018287,0.026448146,0.0117487535,0.0099865915,0.04776225,0.012401506,0.019844966,0.0,0.013858772,0.015409835,0.010280989,0.0,0.0,0.0,0.015496017,0.01845496,0.0,0.0,0.0,0.0,0.0
Scd2,0.0,0.23429282,0.035407245,0.058517735,0.0,0.06621883,0.057617307,0.0,0.048167888,0.0,0.007908741,0.010221952,0.010215374,0.022784183,0.009290084,0.012733931,0.0035792128,0.0060424916,0.010995523,0.0023639235,0.012114531,0.0,0.008155742,0.008198393,0.0096858675,0.0,0.010999533,0.0,0.014750044,0.0,0.0,0.0,0.0078449715,0.00861922,0.022139028,0.011941252,0.0,0.030045833,0.02078237,0.014674308,0.027237851,0.01246762,0.012878146,0.011283662,0.02512313,0.0,0.0,0.0,0.0,0.0
Map4,0.0,0.102447025,0.057529863,0.10464876,0.11079669,0.07184127,0.09058867,0.16290611,0.074201904,0.04302148,0.06033914,0.05790811,0.051588308,0.04876503,0.05078688,0.05735965,0.051164076,0.054103564,0.04890431,0.043601464,0.03447599,0.044359304,0.07120436,0.030542562,0.036422156,0.031525515,0.049464326,0.037844263,0.024552796,0.035805758,0.054190498,0.052359708,0.025278274,0.021061655,0.059904054,0.037828628,0.04119585,0.016991906,0.04424838,0.05299569,0.04669507,0.03911611,0.10976178,0.036723845,0.029747002,0.064970076,0.038982697,0.0,0.0,0.0
Rhbdf2,0.53281075,0.3293342,0.37861884,0.3059386,0.39532727,0.38208944,0.24508612,0.7107629,0.3463529,0.18557964,0.20656039,0.25567746,0.2271348,0.27416423,0.2711258,0.2768732,0.26471785,0.26112586,0.23204507,0.28753215,0.2551304,0.28492236,0.28947413,0.25517073,0.28918016,0.2551467,0.26601106,0.25713772,0.19205482,0.25226754,0.34333488,0.17829515,0.23260564,0.14773318,0.1809368,0.1251237,0.13836,0.17633751,0.12818165,0.22935835,0.19741835,0.17445536,0.23149176,0.052515242,0.3179386,0.11695523,0.30233282,0.16595921,0.50377584,0.0
Trmt1,0.0,0.0,0.0,0.041779693,0.0498044,0.0,0.0,0.0,0.0,0.008599695,0.020846507,0.017139252,0.019161496,0.020209568,0.014628035,0.015957193,0.02816257,0.02553287,0.016773682,0.015704306,0.013831588,0.010825119,0.013482895,0.0061948216,0.005788072,0.015612609,0.015312955,0.015761895,0.03675653,0.034541834,0.0,0.009645508,0.03595143,0.0,0.016294995,0.008350674,0.029534977,0.008628136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC101843888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031155685,0.060745228,0.103526756,0.11674039,0.102716394,0.06877514,0.07224416,0.0703313,0.09015414,0.119940296,0.13654229,0.14734335,0.14689593,0.060376927,0.07220261,0.05791283,0.051700287,0.057993863,0.03508687,0.042007748,0.021392917,0.07079953,0.021268668,0.07507671,0.050514676,0.044173542,0.035906117,0.047453903,0.030831186,0.103594065,0.026803015,0.021785947,0.053468186,0.07109742,0.09475546,0.11759064,0.031749167,0.064135335,0.15244353,0.32154804,0.12729841,0.0
LOC101843965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03792703,0.07831625,0.10345171,0.08381504,0.05903319,0.047318578,0.06114799,0.077950284,0.08154732,0.100233436,0.09780148,0.08119701,0.06463376,0.07393427,0.03244676,0.053325154,0.052662283,0.045513164,0.032832123,0.0647583,0.0,0.06475391,0.06328456,0.07200037,0.052303087,0.041898664,0.065670446,0.027084475,0.06571915,0.012361371,0.06903579,0.023082172,0.014094623,0.063512884,0.057525624,0.016156966,0.016961517,0.033944678,0.044089314,0.0,0.0,0.0
Med12,0.0,0.0,0.15267032,0.098414026,0.03480555,0.13774881,0.0,0.0,0.0409641,0.1773816,0.04809619,0.09020995,0.08253682,0.04995065,0.05770812,0.055088032,0.06393043,0.03392784,0.06358182,0.040752795,0.032854807,0.05407592,0.060712583,0.06253737,0.07029793,0.058498006,0.029149171,0.06564053,0.07186006,0.081027076,0.052113123,0.05412264,0.08806922,0.12709388,0.07857396,0.056149382,0.027645353,0.062334735,0.033163432,0.041372582,0.022307416,0.036516454,0.08881245,0.0,0.033714887,0.0,0.08781026,0.0,0.0,0.0
Ipo7,0.0,0.0,0.035407245,0.0,0.0,0.0,0.0,0.0,0.06494788,0.037972957,0.023682699,0.038192276,0.029100295,0.021875516,0.008083474,0.016465468,0.01655661,0.019486185,0.011172233,0.0132104885,0.023353009,0.007324734,0.026287884,0.023319002,0.0,0.02358191,0.0,0.01717735,0.044588156,0.0,0.008874671,0.039096806,0.04070043,0.006506211,0.008296298,0.008336139,0.008050491,0.0302686,0.0,0.0063333516,0.0,0.024729557,0.031540215,0.020117156,0.01187143,0.0,0.0,0.0,0.0,0.0
Rnpc3,0.0,0.0,0.12007445,0.0,0.0,0.0,0.0,0.062756374,0.0,0.033994876,0.015264073,0.023911605,0.023043482,0.018270684,0.019892383,0.018569086,0.020224314,0.024036473,0.017794663,0.03483689,0.016464066,0.0076100053,0.014776714,0.005438809,0.0033448155,0.037546717,0.01823317,0.0,0.030571623,0.0070103677,0.011120385,0.007343998,0.0,0.019177943,0.038656883,0.02279809,0.0,0.0,0.0136114815,0.0,0.0,0.0,0.0,0.029536145,0.0145462975,0.0,0.0,0.0,0.12923355,0.0
Egln3,0.0,0.5334234,0.13386688,0.13530749,0.084755145,0.057125296,0.14529105,0.11765426,0.022012942,0.03258269,0.022343446,0.033988852,0.03897353,0.0240479,0.020679003,0.029603966,0.023998342,0.022571536,0.015003724,0.02139171,0.01670134,0.018731507,0.025186986,0.020846777,0.04079385,0.034179915,0.08594709,0.02355183,0.0527159,0.028339785,0.014891398,0.017484134,0.018132245,0.0074165845,0.029530337,0.042674102,0.014946161,0.030276071,0.040358078,0.0,0.048084993,0.018322788,0.033344,0.02740522,0.014914888,0.025151353,0.061326098,0.0,0.0,0.0
Psmd7,0.0,0.13083604,0.12531033,0.046044387,0.035338942,0.0,0.10090224,0.11304822,0.15992731,0.17134489,0.22813821,0.28313464,0.21984765,0.17637019,0.19371413,0.2325616,0.2138224,0.24206728,0.21920727,0.24862085,0.22132304,0.14088233,0.109982714,0.15258704,0.1587084,0.16451202,0.21427833,0.19362465,0.14648172,0.15299632,0.16602598,0.1887262,0.18182577,0.16947788,0.19120394,0.14988633,0.1656764,0.19055702,0.19119745,0.17775445,0.116391376,0.16030438,0.17287982,0.16074775,0.18099394,0.07913779,0.2045526,0.0,0.12264863,0.0
Mrps33,0.0,0.0,0.0,0.15587649,0.14263457,0.10670206,0.0,0.17746629,0.03768442,0.05121448,0.049105633,0.04283437,0.056325596,0.021326885,0.03538792,0.037038963,0.027723601,0.036956955,0.040939763,0.02084427,0.036569957,0.026208142,0.015631452,0.026411058,0.009116896,0.04739239,0.05634442,0.051591706,0.042232707,0.058845297,0.016425377,0.028110141,0.026791805,0.054980613,0.052194726,0.06167597,0.010848982,0.036862317,0.02409799,0.00861804,0.029625662,0.062278923,0.0365678,0.024417682,0.0,0.0,0.0,0.0,0.0,0.0
Zc3h4,0.0,0.0,0.0,0.0,0.041819777,0.0,0.0,0.0,0.0,0.033765074,0.022095464,0.02999873,0.028570281,0.01702823,0.018111758,0.016168095,0.029837275,0.023525905,0.02895172,0.03324832,0.019875607,0.017846292,0.015787145,0.0,0.009612621,0.008955873,0.009457643,0.036274347,0.018442795,0.009127962,0.01397849,0.0,0.007891972,0.0,0.0,0.009317954,0.0,0.0,0.0,0.0,0.025535692,0.023536103,0.0,0.03933795,0.033840895,0.09026683,0.038982697,0.0,0.0,0.0
L3mbtl3,0.43550077,0.0,0.12787852,0.041779693,0.025197338,0.0,0.0,0.027782613,0.013917095,0.08309867,0.06888876,0.0821736,0.07794987,0.07543307,0.066159174,0.065919966,0.07134068,0.083945505,0.053614978,0.08397754,0.08874428,0.08745768,0.14131726,0.08576061,0.05213068,0.02287509,0.059207506,0.071750574,0.08887217,0.042825516,0.065376915,0.018105296,0.0066960473,0.043355897,0.052570503,0.01896932,0.03154816,0.014154491,0.038145937,0.032768577,0.019451808,0.04696261,0.023446206,0.035032067,0.01730926,0.025484517,0.039074447,0.0,0.0,0.0
Srebf2,0.0,0.0,0.10034576,0.045780227,0.0,0.070879765,0.04915648,0.0,0.21824262,0.0722669,0.06633506,0.046024043,0.036669124,0.034038678,0.03976053,0.04514774,0.033829402,0.04122884,0.031115158,0.013229932,0.041671176,0.030504933,0.022758784,0.020180987,0.028637193,0.018760243,0.050984237,0.059986223,0.02260205,0.033163354,0.058971666,0.018035376,0.031854745,0.028727328,0.04610482,0.039813824,0.0,0.048777636,0.023272205,0.057819746,0.053267922,0.06352259,0.03134034,0.07639209,0.09137367,0.015870722,0.0,0.0,0.0,0.0
Tnfrsf21,0.43550077,0.0,0.14979905,0.049740244,0.082046635,0.0,0.044169042,0.048525844,0.07300194,0.04991089,0.042192776,0.026838811,0.020415477,0.024588404,0.017485233,0.019541688,0.027989745,0.027543658,0.028149517,0.061481033,0.04757706,0.026720824,0.0391185,0.024022378,0.0347355,0.050359085,0.046665844,0.024218097,0.012376223,0.0,0.018865507,0.027359223,0.0,0.007063516,0.0,0.0052935886,0.0,0.0,0.00677618,0.008462481,0.0,0.01327773,0.0,0.0,0.0,0.0,0.0,0.0,0.122041754,0.0
Creb3,0.0,0.0,0.0,0.041779693,0.025197338,0.0,0.056634977,0.0,0.053759538,0.035291374,0.053277303,0.06492037,0.033035666,0.045902025,0.035611063,0.070833646,0.053615037,0.05251412,0.049398083,0.04166816,0.050262894,0.03165191,0.035227694,0.061809864,0.06091412,0.030212557,0.020338865,0.019134821,0.037358638,0.040358104,0.045380972,0.0070446646,0.019772932,0.0093401205,0.008705866,0.018563084,0.024075083,0.021195281,0.0193086,0.0154461255,0.017998917,0.05543936,0.012134701,0.011329633,0.04414635,0.0,0.0,0.0,0.0,0.0
Itm2c,0.43550077,0.13083604,0.9593905,0.70074534,0.6722464,0.60242206,0.57748604,0.8893965,0.37490964,0.40400892,0.45536906,0.4948885,0.41176236,0.39239505,0.4314348,0.4208993,0.43707708,0.48308593,0.51445496,0.5898539,0.53348476,0.4568613,0.4773708,0.4760656,0.46014354,0.44066626,0.38426986,0.3561185,0.39545834,0.2689452,0.37949267,0.34023693,0.42853492,0.3214704,0.3158311,0.4061815,0.24822073,0.3477619,0.3761421,0.42045,0.3795818,0.3767387,0.38823268,0.33215445,0.5012678,0.5478794,0.27660573,0.5326926,0.64025867,1.0284929
Sf3b2,0.53281075,0.54503626,0.2568425,0.13024561,0.29233882,0.0,0.13948047,0.20055701,0.24931778,0.27564725,0.29538724,0.32915986,0.22960165,0.2309662,0.21771346,0.22137587,0.25160876,0.29104897,0.29991996,0.2789308,0.29256612,0.24609931,0.18465462,0.20353135,0.19771811,0.2213353,0.1999921,0.19663407,0.20912468,0.2043074,0.26655263,0.20746008,0.1836055,0.33266994,0.22266673,0.2729006,0.28880978,0.19608292,0.16814294,0.17729256,0.19237846,0.19546683,0.19428249,0.23255046,0.16262074,0.25590348,0.22186305,0.0,0.12264863,0.0
Ahsa2,0.0,0.38196406,0.0,0.0784848,0.15303022,0.11099819,0.05731367,0.07319753,0.0,0.02279125,0.03034484,0.01947661,0.04507008,0.046697598,0.042123917,0.023672435,0.032276478,0.014592726,0.036676634,0.020978132,0.022196874,0.02516286,0.022229793,0.049699284,0.046939407,0.04577678,0.046661176,0.038072545,0.05793279,0.041314352,0.049190793,0.059181903,0.011521916,0.03260301,0.02071966,0.008684647,0.037982233,0.01742468,0.01540299,0.007088579,0.019696496,0.020430107,0.012867724,0.023950072,0.0,0.0,0.0,0.0,0.0,0.0
Msmo1,0.0,0.0,0.087229334,0.095784634,0.0,0.07274636,0.044820562,0.0,0.031155685,0.059566114,0.044276036,0.051097576,0.0434441,0.031255916,0.05646461,0.051369105,0.033412393,0.04686785,0.032305397,0.037253566,0.021492569,0.015060101,0.04979809,0.013872666,0.033696,0.012440035,0.038325127,0.022499066,0.008694212,0.009425089,0.027052844,0.0042309742,0.023476057,0.017159,0.037174568,0.02161803,0.0,0.034496743,0.073740594,0.03816094,0.07633737,0.0760766,0.099875316,0.056457818,0.13693926,0.0,0.0,0.0,0.0,0.0
Znf830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009969805,0.0747704,0.0731805,0.040363986,0.03189807,0.02256617,0.03463432,0.036290433,0.041145414,0.06985648,0.05064292,0.032738835,0.015427661,0.03572045,0.03692993,0.039087843,0.016410789,0.014401148,0.018848091,0.01632293,0.033613123,0.045420237,0.012141833,0.023308264,0.08571934,0.03327822,0.04787082,0.0,0.027022015,0.04328074,0.009946353,0.0,0.030993281,0.03310754,0.06533727,0.01796239,0.02883635,0.041926675,0.16595921,0.0,0.0
Dusp10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042728025,0.06893771,0.017887099,0.034542896,0.05438915,0.036927417,0.02320839,0.039023325,0.042346157,0.049595017,0.04315109,0.04149783,0.049837835,0.049656037,0.025533332,0.037578918,0.01916108,0.032178216,0.04750379,0.008300212,0.027172122,0.03017417,0.0,0.0,0.048299436,0.009459941,0.04089865,0.021906754,0.0,0.016545294,0.017897738,0.01537337,0.0,0.0,0.0609607,0.03372674,0.01420349,0.017657714,0.031206815,0.09731113,0.0,0.0,0.0
Sbf1,0.0,0.0,0.0,0.050662618,0.04834086,0.0,0.0,0.048525844,0.06399614,0.007954464,0.0203948,0.03186106,0.023310952,0.02251883,0.032554176,0.020427035,0.021477079,0.014120837,0.03394937,0.032213043,0.020052645,0.012550384,0.0143421795,0.0067190444,0.0071415035,0.017091459,0.033138424,0.0318896,0.008095492,0.008361313,0.007138753,0.02271827,0.004545535,0.019188905,0.025489923,0.06163125,0.0315042,0.0,0.022135418,0.015544868,0.0,0.0,0.012494492,0.0,0.033537656,0.024334366,0.0,0.0,0.0,0.0
Relch,0.0,0.0,0.11025499,0.103485994,0.124619745,0.057125296,0.13075861,0.0,0.022012942,0.032853458,0.041142188,0.01901117,0.033017598,0.024569532,0.022059735,0.019756872,0.024471646,0.012001179,0.023667868,0.020510927,0.021406807,0.014717308,0.023332221,0.0436813,0.031041197,0.03474771,0.0241361,0.021467946,0.009708074,0.03361821,0.028750809,0.02354726,0.02994695,0.0,0.021391287,0.018202705,0.010413245,0.0088263545,0.0,0.037453733,0.006507084,0.011005872,0.019497285,0.014051928,0.017293766,0.027487153,0.0,0.0,0.0,0.0
Commd7,0.78485817,0.28282976,0.0,0.22381762,0.08102108,0.057125296,0.20570478,0.06120325,0.102097094,0.0595507,0.08695788,0.082698,0.08076236,0.09080209,0.09853059,0.09373505,0.08398808,0.097660705,0.09426256,0.09367655,0.08395645,0.07160279,0.057992898,0.08649005,0.08013083,0.11671432,0.08840706,0.08078238,0.13685855,0.07730665,0.0775033,0.1152399,0.10200436,0.05624294,0.05885385,0.06939115,0.039116744,0.083709136,0.050997842,0.08988682,0.040761713,0.05816055,0.0,0.011734341,0.017196335,0.0,0.0,0.0,0.0,0.0
Helz,0.0,0.0,0.16049048,0.0,0.042401467,0.0,0.032209985,0.0,0.06745419,0.087068826,0.06899742,0.070902266,0.070921056,0.041443676,0.045362987,0.056095377,0.062091865,0.054150734,0.05845507,0.052322883,0.04962105,0.035250757,0.03526511,0.024707763,0.04228307,0.04302463,0.031962205,0.0257148,0.07110171,0.074540265,0.11532127,0.07379497,0.07210812,0.059519418,0.06329592,0.010861292,0.02467536,0.03749759,0.02130797,0.016784096,0.03070605,0.022670789,0.012659676,0.030496784,0.012051783,0.02393542,0.038982697,0.0,0.0,0.0
